0,0,10,23,18,19,9,0
0,0,0,41,19,18,0,0
0,0,3,51,19,34,8,0
0,0,18,13,13,18,22,0
0,0,0,19,6,15,0,0
0,0,11,13,7,11,7,0
0,0,0,15,8,18,0,0
0,0,15,10,8,11,6,0
0,0,0,30,10,22,0,0
0,0,0,27,12,22,0,0
0,0,0,25,11,14,0,0
0,0,14,10,12,14,12,0
0,0,11,10,8,6,10,0
0,0,14,16,11,12,20,0
0,0,10,11,16,13,13,0
0,0,13,12,11,14,10,0
0,0,10,14,12,10,13,0
0,0,14,20,15,19,17,0
0,0,18,11,15,12,12,0
0,0,0,23,11,19,0,0
0,0,0,30,16,23,0,0
0,0,0,15,13,18,0,0
0,0,7,13,8,15,0,0
0,0,13,13,9,12,15,0
0,0,0,16,6,11,6,0
0,0,15,11,7,15,7,0
0,0,4,37,21,38,0,0
0,0,12,20,10,15,16,0
0,0,20,20,16,20,21,0
0,0,0,23,21,24,0,0
0,0,17,13,11,13,24,0
0,0,3,39,21,29,0,0
0,0,7,11,14,13,2,0
0,0,6,28,15,17,19,0
0,0,0,26,13,27,0,0
0,0,21,11,14,16,27,0
0,0,6,12,9,11,7,0
0,0,12,11,9,13,8,0
0,0,0,26,16,24,0,0
0,0,1,25,12,14,10,0
0,0,3,34,11,27,0,0
0,0,2,22,11,18,8,0
0,0,22,12,13,9,10,0
0,0,7,7,8,6,8,0
0,0,19,8,11,9,16,0
0,0,16,9,10,11,16,0
0,0,17,11,12,5,10,0
0,0,14,15,16,20,23,0
0,0,12,10,12,8,12,0
0,0,0,36,14,29,0,0
0,0,0,26,9,25,0,0
0,0,3,30,14,23,0,0
0,0,13,12,11,14,10,0
0,0,13,9,9,13,9,0
0,0,9,15,17,16,14,0
0,0,5,26,14,21,0,0
0,0,19,8,16,22,12,0
0,0,30,15,19,22,28,0
0,0,3,18,11,28,8,0
0,0,0,37,22,30,0,0
0,0,13,24,13,17,13,0
0,0,2,38,19,30,0,0
0,0,15,15,9,17,18,0
0,0,15,14,9,12,24,0
0,0,9,10,12,10,14,0
0,0,20,15,12,15,23,0
0,0,13,10,8,12,18,0
0,0,8,14,9,9,5,0
0,0,0,29,11,21,0,0
0,0,0,0,29,11,18,0
0,0,7,27,12,17,10,0
0,0,0,21,13,6,0,0
0,0,8,8,15,13,12,0
0,0,26,14,18,20,23,0
0,0,11,12,12,9,10,0
0,0,17,11,13,18,17,0
0,0,10,8,9,8,10,0
0,0,22,14,10,14,27,0
0,0,0,19,12,14,0,0
0,0,0,33,12,17,0,0
0,0,0,29,12,22,0,0
0,0,0,19,11,16,0,0
0,0,13,10,9,7,10,0
0,0,11,11,7,13,13,0
0,0,18,13,9,16,18,0
0,0,23,17,16,19,27,0
0,0,8,13,17,10,9,0
0,0,3,36,29,34,0,0
0,0,17,22,16,16,14,0
0,0,17,19,15,21,9,0
0,0,11,9,7,12,5,0
0,0,11,10,10,11,16,0
0,0,22,16,12,14,22,0
0,0,25,18,12,11,20,0
0,0,12,32,21,40,11,0
0,0,6,10,6,11,13,0
0,0,0,29,15,22,0,0
0,0,6,16,9,14,9,0
0,0,2,27,21,27,7,0
0,0,0,20,10,20,0,0
0,0,0,20,13,19,0,0
0,0,18,8,12,11,10,0
0,0,16,18,13,19,15,0
0,0,23,10,14,12,12,0
0,0,13,8,16,16,14,0
0,0,13,8,10,12,15,0
0,0,13,12,14,16,19,0
0,0,7,9,8,12,6,0
0,0,5,10,9,9,5,0
0,0,0,26,11,20,0,0
0,0,0,26,14,24,0,0
0,0,0,38,19,22,0,0
0,0,2,15,9,16,0,0
0,0,1,30,14,26,0,0
0,0,19,12,8,15,17,0
0,0,21,12,16,19,27,0
0,0,5,50,25,34,0,0
0,0,16,10,9,12,10,0
0,0,15,20,14,18,16,0
0,0,4,30,17,32,0,0
0,0,21,18,18,25,19,0
0,0,31,22,22,31,16,0
0,0,11,14,9,9,13,0
0,0,17,26,14,22,15,0
0,0,4,26,14,20,8,0
0,0,11,15,9,12,8,0
0,0,16,12,10,8,15,0
0,0,17,9,6,8,15,0
0,0,7,28,22,21,14,0
0,0,21,24,20,29,26,0
0,0,20,15,15,13,14,0
0,0,6,20,10,23,0,0
0,0,0,25,16,24,0,0
0,0,0,15,16,16,0,0
0,0,0,21,16,21,0,0
0,0,2,27,14,19,0,0
0,0,16,29,20,35,12,0
0,0,32,28,27,25,28,0
0,0,18,9,10,6,16,0
0,0,28,12,7,11,12,0
0,0,16,12,6,8,15,0
0,0,3,22,11,24,0,0
0,0,7,13,5,14,0,0
0,0,32,21,16,18,20,0
0,0,10,22,14,24,0,0
0,0,10,25,19,17,14,0
0,0,25,15,13,17,21,0
0,0,13,9,9,15,7,0
0,0,18,23,13,20,16,0
0,0,27,19,21,20,33,0
0,0,6,20,5,16,0,0
0,0,28,21,18,25,21,0
0,0,21,14,11,7,13,0
0,0,16,16,11,16,8,0
0,0,25,15,8,10,14,0
0,0,22,19,19,20,30,0
0,0,10,31,17,24,19,0
0,0,16,30,16,25,11,0
0,0,11,25,17,20,8,0
0,0,8,29,15,18,6,0
0,0,0,27,14,25,0,0
0,0,13,17,16,15,10,0
0,0,13,23,20,22,15,0
0,0,1,18,17,14,0,0
0,0,26,20,19,21,24,0
0,0,19,14,10,8,16,0
0,0,17,16,9,9,16,0
0,0,22,13,7,10,13,0
0,0,10,23,19,15,9,0
0,0,5,15,6,14,9,0
0,0,28,18,19,15,25,0
0,0,11,25,14,21,8,0
0,0,19,19,16,28,6,0
0,0,6,13,8,10,8,0
0,0,0,15,4,15,0,0
0,0,4,14,9,18,0,0
0,0,9,25,14,22,11,0
0,0,7,26,12,21,18,0
0,0,27,16,16,19,31,0
0,0,26,11,13,14,14,0
0,0,3,15,7,17,0,0
0,0,27,16,10,10,14,0
0,0,23,15,13,12,13,0
0,0,11,26,21,23,23,0
0,0,16,22,15,39,11,0
0,0,13,31,18,29,10,0
0,0,16,10,5,9,13,0
0,0,0,34,14,20,0,0
0,0,0,27,15,17,0,0
0,0,16,15,9,11,17,0
0,0,19,27,24,26,21,0
0,0,12,20,14,29,8,0
0,0,1,36,20,28,8,0
0,0,10,21,10,13,13,0
0,0,27,12,10,10,13,0
0,0,16,9,5,12,12,0
0,0,33,15,19,23,23,0
0,0,12,25,14,23,10,0
0,0,18,24,16,19,14,0
0,0,0,16,8,18,0,0
0,0,36,16,14,19,35,0
0,0,0,17,4,18,0,0
0,0,0,29,14,17,0,0
0,0,26,16,11,18,25,0
0,0,15,18,17,23,10,0
0,0,22,16,11,16,12,0
0,0,2,17,9,15,6,0
0,0,13,14,13,9,9,0
0,0,14,18,11,10,11,0
0,0,20,11,10,10,15,0
