cell_0461.png,3.186097e-03,3.531944e-06,1.358721e-08,3.081500e-09,1.031427e-17,4.785527e-12,-1.706426e-17
cell_0307.png,3.208903e-03,1.698227e-06,1.812358e-08,6.347155e-10,2.015346e-18,6.410125e-13,7.567359e-19
cell_0313.png,2.944805e-03,4.013203e-06,8.590129e-09,3.075881e-09,1.580226e-17,5.885809e-12,-5.199148e-19
cell_0475.png,3.071330e-03,8.923804e-07,6.859019e-09,1.112881e-09,-1.623958e-18,4.434876e-13,-2.610862e-18
cell_0449.png,2.657339e-03,1.933315e-06,3.854951e-09,1.955456e-10,1.423853e-19,2.380344e-13,9.247157e-20
cell_0105.png,2.191268e-03,1.254151e-06,4.749701e-09,4.248851e-10,3.903666e-19,4.245395e-13,4.603609e-19
cell_0111.png,2.400184e-03,2.065992e-06,3.249433e-09,6.548925e-11,-2.676973e-21,9.237410e-14,-3.009173e-20
cell_0139.png,2.440471e-03,2.038403e-06,5.683174e-09,7.683868e-10,1.573779e-18,1.095553e-12,-3.185935e-19
cell_0071.png,2.552064e-03,8.671063e-07,5.563425e-09,3.180754e-10,-2.373074e-19,8.447760e-14,3.503113e-19
cell_0065.png,3.131747e-03,2.920385e-06,5.456310e-09,5.779116e-10,8.447734e-19,9.598105e-13,5.826585e-19
cell_0059.png,2.463651e-03,1.149103e-06,1.456750e-09,2.223866e-10,-1.238169e-19,-1.743420e-13,-2.628994e-20
cell_0515.png,2.022115e-03,4.115213e-07,3.920624e-09,2.718764e-10,2.520179e-19,1.635334e-13,1.235988e-19
cell_0273.png,3.603388e-03,2.837605e-06,1.477508e-08,9.974038e-11,-8.015871e-20,-1.521479e-13,9.074623e-20
cell_0267.png,2.109237e-03,1.388231e-06,3.306255e-09,2.060621e-09,5.270413e-18,1.660148e-12,1.073122e-18
cell_0501.png,2.768700e-03,3.450350e-06,2.667252e-09,2.521954e-10,1.090715e-19,4.087587e-13,1.757465e-19
cell_0529.png,1.998383e-03,6.211600e-07,3.908805e-09,1.648594e-10,5.775164e-20,8.084960e-14,1.190745e-19
cell_0298.png,2.232583e-03,3.692003e-07,1.633342e-08,1.754800e-09,2.297878e-18,6.969752e-13,9.109280e-18
cell_0299.png,1.932483e-03,2.179279e-07,7.244635e-09,1.164581e-09,2.753977e-18,3.468440e-13,1.964241e-18
cell_0528.png,2.040650e-03,8.223966e-07,1.117542e-09,2.043580e-12,-6.260559e-23,1.256676e-15,7.495415e-23
cell_0266.png,2.178996e-03,1.730825e-06,6.879704e-09,4.343596e-09,2.340129e-17,5.057072e-12,-4.021246e-18
cell_0500.png,2.228298e-03,1.537513e-06,1.287137e-09,7.851081e-11,1.680903e-20,7.554665e-14,-1.844856e-20
cell_0514.png,2.062711e-03,9.590604e-07,4.358432e-09,3.168684e-10,3.235579e-19,2.307892e-13,1.843241e-19
cell_0272.png,3.284204e-03,1.648661e-06,6.503607e-09,1.247733e-10,1.045296e-19,1.599441e-13,4.131488e-20
cell_0058.png,2.644555e-03,1.371580e-06,8.446634e-09,1.155472e-09,3.429640e-18,8.858705e-13,-1.126100e-18
cell_0064.png,2.581153e-03,2.830384e-06,6.239928e-09,1.750549e-09,5.702549e-18,2.897564e-12,9.770060e-19
cell_0070.png,3.040253e-03,2.154014e-06,6.397547e-09,4.102325e-10,2.209178e-19,4.308355e-13,6.267945e-19
cell_0138.png,2.876495e-03,1.253714e-06,1.422513e-08,5.370389e-10,1.142664e-18,4.235803e-13,-9.474280e-19
cell_0110.png,2.197167e-03,8.793517e-07,3.283739e-09,1.303055e-11,-1.263236e-22,4.529084e-15,-2.692470e-21
cell_0104.png,2.156590e-03,1.033838e-06,3.681798e-09,9.229155e-11,1.630873e-20,2.506897e-14,-5.126734e-20
cell_0448.png,1.811013e-03,1.073354e-06,2.107426e-09,3.273377e-10,2.490631e-19,2.682668e-13,-1.090133e-19
cell_0312.png,3.887863e-03,5.888254e-06,6.525112e-09,1.189242e-09,2.910267e-18,1.218876e-12,-1.582782e-18
cell_0474.png,3.591820e-03,3.542084e-06,2.543122e-08,1.606920e-08,3.155271e-16,2.996158e-11,-7.724159e-17
cell_0460.png,3.261151e-03,7.473349e-06,8.196592e-09,3.844548e-09,2.154001e-17,1.037053e-11,1.339947e-18
cell_0306.png,4.424448e-03,9.992721e-06,4.682573e-08,1.543302e-08,4.124027e-16,4.808327e-11,-4.523750e-17
cell_0476.png,3.167367e-03,3.256467e-06,9.014742e-09,1.412226e-09,5.026976e-18,2.541890e-12,3.460085e-19
cell_0310.png,2.525152e-03,1.062796e-06,2.547562e-09,5.235137e-10,3.427780e-19,4.969196e-13,4.980174e-19
cell_0304.png,2.589275e-03,8.056395e-07,4.747410e-10,5.586664e-09,-5.738138e-18,2.615393e-12,7.060573e-18
cell_0462.png,2.435662e-03,1.325512e-06,1.194528e-08,1.079853e-09,3.062611e-18,1.158171e-12,-2.379469e-18
cell_0338.png,2.556296e-03,5.390463e-07,1.735617e-09,1.064703e-10,-4.046150e-21,7.762846e-14,-4.558965e-20
cell_0489.png,2.854841e-03,2.404361e-06,2.193809e-09,1.615433e-10,9.527057e-20,1.390867e-13,-1.311099e-20
cell_0112.png,1.980147e-03,9.397924e-07,7.269122e-09,8.417348e-10,1.952035e-18,5.213597e-13,7.243926e-19
cell_0106.png,2.656425e-03,2.471654e-06,5.090702e-09,8.305659e-11,-2.675991e-20,-1.284872e-13,4.691121e-20
cell_0066.png,3.347541e-03,6.788824e-06,1.114851e-08,3.796033e-09,2.386551e-17,8.320269e-12,-6.345424e-18
cell_0072.png,2.009713e-03,1.395120e-06,1.238619e-09,2.021380e-11,-1.443930e-21,6.387927e-15,2.853981e-21
cell_0099.png,2.640052e-03,1.621519e-06,6.937338e-09,3.320379e-11,1.454621e-20,-9.943480e-15,6.508632e-21
