cell_0461.png,3.357116e-03,1.987364e-06,8.191185e-10,4.385626e-10,2.384617e-19,5.314053e-13,-1.105902e-19
cell_0307.png,4.983324e-03,1.495179e-05,3.674805e-10,1.119502e-10,2.122976e-20,1.064838e-13,-8.055560e-21
cell_0313.png,4.706062e-03,9.271416e-06,1.997222e-08,1.669931e-09,-3.815293e-18,-2.634433e-12,8.857305e-18
cell_0475.png,3.941915e-03,7.281356e-06,7.139049e-10,2.360597e-09,2.902784e-18,6.246905e-12,9.821974e-19
cell_0449.png,2.964831e-03,3.971666e-06,2.048241e-11,3.873132e-11,8.545791e-22,7.122121e-14,6.780504e-22
cell_0105.png,4.597509e-03,1.062863e-05,6.115906e-09,4.134280e-11,1.977155e-20,1.345890e-13,-6.423522e-21
cell_0111.png,1.917039e-03,1.999921e-06,1.252171e-09,5.623450e-10,4.710284e-19,7.731462e-13,-2.841890e-20
cell_0139.png,5.114452e-03,1.559618e-05,8.867458e-09,1.176768e-08,1.201598e-16,4.623486e-11,-3.430306e-18
cell_0071.png,2.426924e-03,1.203048e-06,2.274531e-10,2.882029e-11,1.161476e-21,3.545822e-15,-2.023817e-21
cell_0065.png,2.324553e-03,1.413666e-06,2.832963e-10,1.413247e-10,6.084989e-21,1.285958e-13,2.761547e-20
cell_0059.png,2.382740e-03,1.541621e-06,4.644520e-10,5.305945e-11,-7.489808e-21,5.921058e-14,3.644442e-21
cell_0515.png,2.838671e-03,2.643560e-06,1.233857e-09,2.219745e-10,8.781520e-20,1.439778e-13,-7.604950e-20
cell_0273.png,3.051846e-03,3.251226e-06,1.085296e-08,3.899270e-09,2.170879e-17,6.373194e-12,-1.312075e-17
cell_0267.png,4.016099e-03,9.651852e-06,4.396315e-11,3.420937e-11,9.063898e-22,-5.588330e-14,9.687636e-22
cell_0501.png,2.792688e-03,2.741168e-06,1.000271e-09,8.310402e-11,1.357130e-20,-4.772782e-14,1.974625e-20
cell_0529.png,2.470688e-03,1.009543e-06,2.137526e-09,3.575178e-10,1.752976e-19,-1.920714e-13,-2.587479e-19
cell_0298.png,4.910947e-03,1.269369e-05,8.018194e-09,2.123180e-09,-5.966484e-19,8.354922e-13,-8.739948e-18
cell_0299.png,3.408061e-03,8.238271e-06,3.109656e-09,7.434211e-10,4.529701e-19,7.041298e-13,-1.035607e-18
cell_0528.png,2.555785e-03,1.447817e-06,9.551579e-09,1.732599e-09,5.222370e-18,7.128837e-13,-4.733436e-18
cell_0266.png,9.166524e-03,5.266270e-05,1.677054e-07,1.429747e-07,2.192295e-14,1.025351e-09,-3.086981e-15
cell_0500.png,2.392008e-03,2.186223e-06,9.846505e-10,2.892339e-10,4.740340e-20,3.908071e-14,1.468937e-19
cell_0514.png,3.214205e-03,4.212367e-06,7.946248e-11,9.766596e-11,-1.807960e-21,-9.916738e-14,-8.411810e-21
cell_0272.png,2.527817e-03,1.568894e-06,2.510559e-09,2.691701e-10,5.063606e-20,2.447901e-13,-2.153997e-19
cell_0058.png,2.410858e-03,1.767593e-06,2.279677e-10,2.746443e-11,-1.970970e-21,-2.896369e-14,9.153801e-22
